5496.989 0.003290373
5499.266 0.003301506
5501.543 0.003323859
5503.820 0.00335761
5506.097 0.003403019
5508.375 0.00346044
5510.652 0.003530312
5512.930 0.003613162
5515.208 0.003709606
5517.485 0.003820349
5519.763 0.003946185
5522.041 0.004087997
5524.319 0.004246756
5526.597 0.004423528
5528.876 0.004619466
5531.154 0.004835818
5533.433 0.005073926
5535.711 0.005335228
5537.990 0.005621258
5540.269 0.005933651
5542.548 0.006274147
5544.827 0.006644591
5547.106 0.007046938
5549.386 0.007483258
5551.666 0.00795574
5553.945 0.008466695
5556.224 0.009018563
5558.504 0.009613918
5560.784 0.01025547
5563.064 0.01094607
5565.344 0.01168873
5567.625 0.01248658
5569.905 0.01334295
5572.185 0.01426128
5574.465 0.01524521
5576.746 0.01629852
5579.027 0.01742514
5581.307 0.01862917
5583.589 0.01991488
5585.870 0.02128666
5588.151 0.02274906
5590.433 0.02430679
5592.714 0.02596465
5594.996 0.0277276
5597.277 0.02960067
5599.559 0.031589
5601.841 0.03369781
5604.123 0.03593236
5606.404 0.03829797
5608.687 0.04079995
5610.969 0.04344363
5613.251 0.04623429
5615.534 0.04917715
5617.816 0.05227737
5620.099 0.05553994
5622.382 0.05896975
5624.665 0.0625715
5626.948 0.06634966
5629.231 0.07030848
5631.514 0.07445192
5633.798 0.07878364
5636.081 0.08330697
5638.365 0.08802487
5640.648 0.09293988
5642.932 0.09805414
5645.216 0.1033693
5647.500 0.1088866
5649.784 0.1146067
5652.068 0.1205298
5654.352 0.1266555
5656.637 0.1329829
5658.922 0.1395104
5661.206 0.146236
5663.491 0.153157
5665.776 0.1602702
5668.062 0.1675716
5670.346 0.1750568
5672.632 0.1827208
5674.917 0.1905579
5677.202 0.198562
5679.488 0.2067262
5681.773 0.2150435
5684.059 0.2235059
5686.345 0.2321052
5688.631 0.2408328
5690.917 0.2496796
5693.203 0.2586361
5695.490 0.2676926
5697.776 0.2768389
5700.062 0.2860648
5702.349 0.2953598
5704.636 0.3047132
5706.922 0.3141144
5709.209 0.3235526
5711.497 0.3330171
5713.784 0.3424972
5716.071 0.3519824
5718.358 0.3614624
5720.646 0.3709269
5722.933 0.3803661
5725.221 0.3897704
5727.509 0.3991303
5729.797 0.4084372
5732.084 0.4176823
5734.373 0.4268574
5736.661 0.435955
5738.949 0.4449677
5741.238 0.4538887
5743.526 0.4627117
5745.815 0.4714305
5748.104 0.4800399
5750.392 0.4885347
5752.681 0.4969103
5754.970 0.5051624
5757.260 0.5132873
5759.549 0.5212815
5761.838 0.529142
5764.128 0.536866
5766.417 0.5444512
5768.707 0.5518954
